year,month,day,event,start,end
2012,07,14,XRA,1538,1549
2012,07,14,FLA,1540,1605
2012,07,15,RSP,6,939
2012,07,15,RBR,125,125
2012,07,15,RSP,422,1022
2012,07,15,RSP,709,709
2012,07,15,FLA,1045,1052
2012,07,15,RSP,1106,1106
2012,07,15,RSP,1208,1457
2012,07,15,XRA,1432,1440
2012,07,15,FLA,1434,1439
2012,07,15,RSP,1549,1550
2012,07,15,RBR,1549,1549
2012,07,15,RBR,1654,1654
2012,07,15,RBR,1654,1654
2012,07,15,XRA,1725,1735
2012,07,15,RSP,1803,1803
2012,07,15,RSP,1815,1816
2012,07,15,XRA,1838,1849
2012,07,15,FLA,1840,1851
2012,07,15,RSP,1903,1954
2012,07,15,FLA,1941,1953
2012,07,15,RBR,1943,1945
2012,07,15,RBR,1944,1945
2012,07,15,XRA,1947,1953
2012,07,15,XRA,2027,2051
2012,07,15,RSP,2032,2229
2012,07,15,RBR,2044,2045
2012,07,15,RBR,2044,2046
2012,07,15,RBR,2044,2045
2012,07,15,FLA,2046,2059
2012,07,15,XRA,2052,2058
2012,07,15,RBR,2053,2054
2012,07,15,RBR,2053,2053
2012,07,15,XRA,2143,2152
2012,07,15,FLA,2145,2151
2012,07,15,FLA,2148,2157
2012,07,15,RBR,2153,2154
2012,07,15,FLA,2155,2200
2012,07,15,RBR,2225,2225
2012,07,15,XRA,2353,3
2012,07,15,FLA,2353,31
2012,07,15,FLA,2355,4
2012,07,16,RBR,28,30
2012,07,16,RSP,111,121
2012,07,16,RSP,112,114
2012,07,16,RBR,115,115
2012,07,16,FLA,116,128
2012,07,16,RNS,118,1729
2012,07,16,RSP,328,328
2012,07,16,RSP,343,343
2012,07,16,RSP,348,349
2012,07,16,FLA,441,451
2012,07,16,XRA,452,509
2012,07,16,FLA,453,509
2012,07,16,RSP,454,458
2012,07,16,RBR,455,455
2012,07,16,FLA,457,523
2012,07,16,RSP,547,547
2012,07,16,RBR,708,708
2012,07,16,RBR,817,817
2012,07,16,RBR,918,919
2012,07,16,RBR,926,927
2012,07,16,RBR,1105,1105
2012,07,16,RSP,1113,1122
2012,07,16,FLA,1150,1156
2012,07,16,RBR,1159,1159
2012,07,16,XRA,1301,1319
2012,07,16,RSP,1301,1302
2012,07,16,RSP,1324,1822
2012,07,16,FLA,1412,1414
2012,07,16,FLA,1413,1414
2012,07,16,RSP,1531,1532
2012,07,16,FLA,1547,1557
2012,07,16,XRA,1829,1840
2012,07,16,XRA,1919,2043
2012,07,16,FLA,1935,1952
2012,07,16,FLA,2127,2150
2012,07,16,XRA,2135,2145
2012,07,16,RSP,2256,2256
2012,07,17,RBR,113,113
2012,07,17,RSP,114,114
2012,07,17,FLA,126,128
2012,07,17,FLA,154,205
2012,07,17,FLA,314,342
2012,07,17,RSP,332,334
2012,07,17,FLA,351,356
2012,07,17,FLA,357,400
2012,07,17,FLA,400,459
2012,07,17,XRA,403,421
2012,07,17,FLA,413,418
2012,07,17,RSP,550,856
2012,07,17,XRA,552,610
2012,07,17,FLA,600,609
2012,07,17,RBR,704,704
2012,07,17,FLA,709,719
2012,07,17,FLA,730,747
2012,07,17,FLA,752,758
2012,07,17,FLA,801,805
2012,07,17,FLA,807,817
2012,07,17,FLA,857,900
2012,07,17,FLA,1146,1153
2012,07,17,RBR,1153,1153
2012,07,17,XRA,1203,1904
2012,07,17,RSP,1307,1952
2012,07,17,FLA,1328,1802
2012,07,17,RNS,1328,1356
2012,07,17,CME,1348,1730
2012,07,17,RSP,1607,1608
2012,07,17,RSP,1700,1805
2012,07,17,RSP,1716,1955
2012,07,17,RSP,1716,1733
2012,07,17,RSP,1732,1733
2012,07,17,RSP,1809,1810
2012,07,17,RSP,1821,1822
2012,07,17,RSP,2035,2110
2012,07,17,RSP,2035,2035
2012,07,17,RSP,2058,2100
2012,07,17,RSP,2110,2110
2012,07,17,RSP,2324,2324
2012,07,18,XRA,257,317
2012,07,18,RSP,300,301
2012,07,18,RSP,310,310
2012,07,18,XRA,555,609
2012,07,18,CME,624,1330
2012,07,18,RSP,732,732
2012,07,18,FLA,819,824
2012,07,18,RSP,1141,1251
2012,07,18,RBR,1249,1250
2012,07,18,RBR,1304,1304
2012,07,18,RSP,1530,1531
2012,07,18,XRA,2203,2233
2012,07,18,RSP,2246,2257
2012,07,18,RSP,2246,2256
2012,07,18,RSP,2346,2346
2012,07,19,XRA,0,14
2012,07,19,RSP,16,16
2012,07,19,XRA,134,139
2012,07,19,RSP,159,159
2012,07,19,RSP,211,211
2012,07,19,XRA,417,656
2012,07,19,RBR,513,514
2012,07,19,RBR,516,517
2012,07,19,RBR,517,601
2012,07,19,RBR,517,601
2012,07,19,RBR,518,602
2012,07,19,RBR,518,522
2012,07,19,RBR,520,538
2012,07,19,RBR,522,527
2012,07,19,RSP,523,630
2012,07,19,RSP,524,538
2012,07,19,CME,524,824
2012,07,19,LPS,557,928
2012,07,19,RSP,613,617
2012,07,19,RSP,643,654
2012,07,19,RSP,653,653
2012,07,19,RSP,708,708
2012,07,19,RSP,1055,1056
2012,07,19,RSP,1215,1216
2012,07,19,RSP,1215,1856
2012,07,19,LPS,1224,1711
2012,07,19,RSP,1242,1249
2012,07,19,RSP,1314,1804
2012,07,19,FLA,1555,1601
2012,07,19,RSP,1642,1856
2012,07,19,DSF,1726,441
2012,07,19,XRA,1832,1838
2012,07,19,RBR,1833,1833
2012,07,19,FLA,1834,1839
2012,07,19,FLA,1921,1926
2012,07,19,RSP,1932,1937
2012,07,19,RSP,2143,2324
2012,07,19,RSP,2143,2359
2012,07,19,XRA,2144,2151
2012,07,19,RSP,2144,2150
2012,07,19,RBR,2149,2149
2012,07,19,RSP,2218,2218
2012,07,19,RBR,2243,2244
2012,07,19,RSP,2309,2309
2012,07,19,RSP,2310,2310
2012,07,19,RSP,2315,2315
2012,07,19,RSP,2320,2322
2012,07,19,RSP,2323,2325
2012,07,19,RSP,2323,2324
2012,07,19,RSP,2336,2336
2012,07,20,RSP,12,42
2012,07,20,RSP,25,28
2012,07,20,RSP,130,132
2012,07,20,RSP,247,328
2012,07,20,RBR,251,251
2012,07,20,RSP,252,252
2012,07,20,RSP,332,334
2012,07,20,RBR,332,332
2012,07,20,RSP,405,430
2012,07,20,RSP,405,405
2012,07,20,RSP,405,430
2012,07,20,RSP,430,430
2012,07,20,RSP,559,707
2012,07,20,RSP,826,832
2012,07,20,RSP,946,946
2012,07,20,RSP,1008,1008
2012,07,20,RSP,1212,1213
2012,07,20,RSP,1254,1541
2012,07,20,RSP,1444,1540
2012,07,20,RSP,1634,1634
2012,07,20,RSP,1909,1914
2012,07,20,RSP,2032,2048
2012,07,20,XRA,2131,2145
2012,07,20,XRA,2218,2226
2012,07,20,RSP,2220,2221
2012,07,20,RBR,2230,2230
2012,07,21,RSP,931,932
2012,07,21,RSP,1127,1127
2012,07,21,RSP,1348,1349
2012,07,21,RSP,1655,1942
2012,07,21,RSP,1655,1803
2012,07,21,RSP,1745,1829
2012,07,21,RSP,1856,1941
2012,07,21,RSP,2034,2253
2012,07,21,RBR,2103,2104
2012,07,21,RSP,2319,2336
2012,07,21,XRA,2319,2329
2012,07,22,RSP,18,243
2012,07,22,RSP,444,444
2012,07,22,RSP,520,521
2012,07,22,RSP,814,815
2012,07,22,RSP,1211,1255
2012,07,22,RSP,1349,1400
2012,07,22,RSP,2019,2019
2012,07,22,RSP,2208,2208
2012,07,23,RSP,217,235
2012,07,23,RSP,218,226
2012,07,23,RBR,220,220
2012,07,23,RBR,225,225
2012,07,23,RSP,231,237
2012,07,23,CME,236,518
2012,07,23,XRA,1121,1148
2012,07,23,FLA,1122,1130
2012,07,23,XRA,1529,1550
2012,07,23,RSP,1557,1558
2012,07,23,XRA,1640,1706
2012,07,23,XRA,2215,2236
2012,07,23,RSP,2242,2243
2012,07,23,XRA,2310,2333
2012,07,24,XRA,533,627
2012,07,24,XRA,854,932
2012,07,24,XRA,1022,1046
2012,07,24,XRA,1128,1221
2012,07,24,XRA,1343,1415
2012,07,24,RBR,1343,1348
2012,07,24,RSP,1413,1437
2012,07,24,XRA,1616,1627
2012,07,24,XRA,1856,1917
2012,07,24,FLA,1915,1921
2012,07,25,RSP,220,224
2012,07,25,RSP,232,232
2012,07,25,RSP,356,357
2012,07,25,XRA,558,607
2012,07,25,RSP,600,603
2012,07,25,FLA,601,609
2012,07,25,RSP,705,705
2012,07,25,XRA,1035,1044
2012,07,25,RSP,1402,1402
2012,07,25,XRA,1609,1646
2012,07,25,RSP,1834,1834
2012,07,25,XRA,2139,2147
2012,07,25,RSP,2151,2151
2012,07,26,RSP,29,30
2012,07,26,RSP,226,226
2012,07,26,RSP,408,408
2012,07,26,RSP,415,415
2012,07,26,RSP,630,631
2012,07,26,RSP,630,635
2012,07,26,RSP,730,1013
2012,07,26,XRA,959,1004
2012,07,26,RSP,1000,1013
2012,07,26,FLA,1001,1004
2012,07,26,RSP,1045,1045
2012,07,26,RSP,1153,1154
2012,07,26,RSP,1249,1309
2012,07,26,RSP,1452,1649
2012,07,26,RSP,1736,2122
2012,07,26,XRA,1946,2009
2012,07,26,EPL,2127,2305
2012,07,26,RSP,2207,2208
2012,07,26,RSP,2246,2346
2012,07,26,RSP,2247,2247
2012,07,26,XRA,2301,2312
2012,07,26,RSP,2337,2346
2012,07,27,XRA,17,28
2012,07,27,RSP,23,420
2012,07,27,RSP,25,25
2012,07,27,RSP,121,222
2012,07,27,XRA,224,231
2012,07,27,RSP,253,254
2012,07,27,RSP,327,403
2012,07,27,XRA,328,342
2012,07,27,RSP,336,337
2012,07,27,FLA,355,403
2012,07,27,XRA,358,404
2012,07,27,RSP,359,404
2012,07,27,RBR,359,403
2012,07,27,FLA,400,412
2012,07,27,RBR,402,403
2012,07,27,FLA,415,426
2012,07,27,FLA,429,448
2012,07,27,FLA,514,539
2012,07,27,FLA,524,553
2012,07,27,FLA,530,541
2012,07,27,RSP,548,655
2012,07,27,RBR,555,555
2012,07,27,RSP,655,729
2012,07,27,RSP,734,839
2012,07,27,RSP,752,755
2012,07,27,FLA,754,810
2012,07,27,RBR,754,754
2012,07,27,RSP,920,1714
2012,07,27,RSP,920,944
2012,07,27,XRA,1005,1011
2012,07,27,RBR,1007,1010
2012,07,27,XRA,1144,1153
2012,07,27,RSP,1145,1147
2012,07,27,RBR,1146,1147
2012,07,27,RBR,1146,1147
2012,07,27,RBR,1158,1158
2012,07,27,XRA,1219,1224
2012,07,27,RBR,1222,1222
2012,07,27,FLA,1251,1255
2012,07,27,FLA,1357,1417
2012,07,27,XRA,1357,1408
2012,07,27,RBR,1426,1427
2012,07,27,RBR,1427,1427
2012,07,27,FLA,1652,1656
2012,07,27,RSP,1709,1943
2012,07,27,RBR,1709,1709
2012,07,27,XRA,1717,1732
2012,07,27,RSP,1719,1726
2012,07,27,RBR,1720,1723
2012,07,27,RBR,1720,1722
2012,07,27,RBR,1720,1722
2012,07,27,RBR,1720,1720
2012,07,27,RBR,1720,1720
2012,07,27,RBR,1720,1722
2012,07,27,RBR,1720,1721
2012,07,27,RSP,1721,1749
2012,07,27,RSP,1734,2001
2012,07,27,RSP,1735,1757
2012,07,27,XRA,2018,2040
2012,07,27,RSP,2036,2043
2012,07,27,RSP,2132,2208
2012,07,27,RSP,2308,2314
2012,07,27,RSP,2355,2355
2012,07,28,RSP,122,126
2012,07,28,RSP,207,213
2012,07,28,RSP,342,343
2012,07,28,FLA,431,434
2012,07,28,FLA,539,548
2012,07,28,RSP,631,634
2012,07,28,XRA,721,742
2012,07,28,RSP,818,944
2012,07,28,RSP,916,918
2012,07,28,RBR,917,918
2012,07,28,RBR,939,939
2012,07,28,EPL,1105,1525
2012,07,28,XRA,1310,1326
2012,07,28,RSP,1325,1327
2012,07,28,RSP,1503,1544
2012,07,28,FLA,1552,1559
2012,07,28,FLA,1638,1720
2012,07,28,FLA,1702,1722
2012,07,28,RBR,1720,1720
2012,07,28,RBR,1740,1740
2012,07,28,XRA,1824,1840
2012,07,28,XRA,2044,2104
2012,07,28,FLA,2046,2115
2012,07,28,RBR,2048,2058
2012,07,28,RBR,2049,2051
2012,07,28,RBR,2049,2055
2012,07,28,RBR,2049,2054
2012,07,28,RBR,2049,2054
2012,07,28,RBR,2049,2055
2012,07,28,RBR,2049,2052
2012,07,28,RBR,2052,2100
2012,07,28,RSP,2052,2110
2012,07,28,RSP,2053,2056
2012,07,28,RSP,2104,2359
2012,07,28,FLA,2139,2145
2012,07,29,RSP,0,547
2012,07,29,EPL,11,156
2012,07,29,RBR,100,100
2012,07,29,RBR,100,100
2012,07,29,FLA,120,127
2012,07,29,RSP,132,134
2012,07,29,XRA,312,330
2012,07,29,RSP,318,318
2012,07,29,FLA,321,328
2012,07,29,RSP,423,551
2012,07,29,FLA,506,514
2012,07,29,XRA,556,605
2012,07,29,FLA,558,609
2012,07,29,XRA,615,629
2012,07,29,FLA,618,744
2012,07,29,RBR,619,620
2012,07,29,RBR,619,620
2012,07,29,RBR,619,620
2012,07,29,RBR,619,620
2012,07,29,RSP,623,945
2012,07,29,RBR,643,644
2012,07,29,RNS,712,714
2012,07,29,FLA,732,746
2012,07,29,FLA,828,845
2012,07,29,RBR,929,929
2012,07,29,FLA,958,1009
2012,07,29,FLA,1010,1013
2012,07,29,XRA,1156,1207
2012,07,29,FLA,1156,1214
2012,07,29,RSP,1218,1219
2012,07,29,RBR,1219,1219
2012,07,29,FLA,1322,1327
2012,07,29,FLA,1413,1433
2012,07,29,FLA,1418,1439
2012,07,29,FLA,1424,1432
2012,07,29,FLA,1442,1523
2012,07,29,RSP,1454,1458
2012,07,29,XRA,1504,1511
2012,07,29,XRA,1514,1519
2012,07,29,FLA,1900,1908
2012,07,29,FLA,2004,2012
2012,07,29,XRA,2151,2203
2012,07,29,FLA,2234,2247
2012,07,30,XRA,47,101
2012,07,30,FLA,49,101
2012,07,30,RSP,56,100
2012,07,30,FLA,138,203
2012,07,30,RSP,148,151
2012,07,30,XRA,149,156
2012,07,30,RSP,210,213
2012,07,30,XRA,416,428
2012,07,30,FLA,418,422
2012,07,30,RSP,419,425
2012,07,30,RSP,420,442
2012,07,30,RBR,420,422
2012,07,30,FLA,423,442
2012,07,30,RSP,430,437
2012,07,30,RSP,430,432
2012,07,30,FLA,432,443
2012,07,30,RSP,433,437
2012,07,30,RSP,442,443
2012,07,30,FLA,513,523
2012,07,30,XRA,514,521
2012,07,30,FLA,528,552
2012,07,30,RSP,529,529
2012,07,30,XRA,603,622
2012,07,30,FLA,605,623
2012,07,30,RSP,609,732
2012,07,30,RSP,609,610
2012,07,30,FLA,626,635
2012,07,30,RSP,630,632
2012,07,30,RSP,638,641
2012,07,30,RSP,644,647
2012,07,30,FLA,656,701
2012,07,30,RSP,658,658
2012,07,30,RSP,705,705
2012,07,30,XRA,706,716
2012,07,30,FLA,708,717
2012,07,30,FLA,733,749
2012,07,30,XRA,754,801
2012,07,30,RSP,810,811
2012,07,30,XRA,821,831
2012,07,30,RSP,821,828
2012,07,30,RBR,822,823
2012,07,30,RSP,832,1003
2012,07,30,RSP,928,934
2012,07,30,FLA,1006,1038
2012,07,30,RSP,1016,1043
2012,07,30,XRA,1028,1041
2012,07,30,XRA,1104,1109
2012,07,30,FLA,1105,1110
2012,07,30,RSP,1136,1324
2012,07,30,RSP,1322,1324
2012,07,30,XRA,1355,1405
2012,07,30,RSP,1359,1408
2012,07,30,RSP,1359,1409
2012,07,30,FLA,1401,1415
2012,07,30,RSP,1424,1425
2012,07,30,RBR,1528,1529
2012,07,30,RSP,1528,1529
2012,07,30,XRA,1539,1553
2012,07,30,FLA,1544,1614
2012,07,30,RSP,1610,1704
2012,07,30,RSP,1623,1623
2012,07,30,RBR,1645,1646
2012,07,30,RBR,1645,1645
2012,07,30,RSP,1804,2049
2012,07,30,RSP,1812,1815
2012,07,30,RSP,1846,1850
2012,07,30,RSP,1909,1909
2012,07,30,RSP,1915,1917
2012,07,30,RSP,1929,1930
2012,07,30,RSP,1946,1948
2012,07,30,XRA,2019,2027
2012,07,30,RBR,2037,2045
2012,07,30,RSP,2113,2118
2012,07,30,RSP,2149,2156
2012,07,30,RSP,2149,2234
2012,07,30,RSP,2209,2212
2012,07,30,RSP,2233,2234
2012,07,30,RBR,2233,2234
2012,07,30,XRA,2310,2328
2012,07,30,FLA,2315,2320
2012,07,30,RSP,2341,2359
2012,07,30,RSP,2341,2346
2012,07,30,RSP,2346,2346
2012,07,30,XRA,2350,4
2012,07,30,RSP,2350,2359
2012,07,31,RSP,0,14
2012,07,31,RSP,8,10
2012,07,31,RSP,11,28
2012,07,31,RSP,13,14
2012,07,31,RSP,19,29
2012,07,31,XRA,148,154
2012,07,31,FLA,150,156
2012,07,31,RSP,153,227
2012,07,31,FLA,158,210
2012,07,31,RSP,217,228
2012,07,31,FLA,251,301
2012,07,31,FLA,303,309
2012,07,31,FLA,323,334
2012,07,31,XRA,328,335
2012,07,31,RSP,355,449
2012,07,31,RSP,356,406
2012,07,31,FLA,358,407
2012,07,31,FLA,416,428
2012,07,31,RSP,528,528
2012,07,31,RSP,528,528
2012,07,31,RSP,550,551
2012,07,31,RSP,644,646
2012,07,31,FLA,712,751
2012,07,31,RSP,806,928
2012,07,31,FLA,827,830
2012,07,31,FLA,920,930
2012,07,31,RSP,925,928
2012,07,31,XRA,935,957
2012,07,31,RSP,1023,1129
2012,07,31,FLA,1034,1041
2012,07,31,XRA,1046,1226
2012,07,31,FLA,1056,1203
2012,07,31,RSP,1058,1311
2012,07,31,RSP,1104,1217
2012,07,31,RSP,1104,1114
2012,07,31,RBR,1106,1112
2012,07,31,RBR,1106,1113
2012,07,31,RBR,1108,1109
2012,07,31,RBR,1113,1113
2012,07,31,RBR,1120,1120
2012,07,31,RBR,1125,1126
2012,07,31,FLA,1126,1141
2012,07,31,RBR,1127,1127
2012,07,31,RBR,1130,1132
2012,07,31,FLA,1134,1149
2012,07,31,RBR,1147,1148
2012,07,31,RBR,1203,1203
2012,07,31,RSP,1203,1204
2012,07,31,FLA,1216,1234
2012,07,31,RSP,1240,1311
2012,07,31,RBR,1302,1302
2012,07,31,FLA,1324,1331
2012,07,31,FLA,1354,1408
2012,07,31,RSP,1413,1937
2012,07,31,XRA,1417,1430
2012,07,31,FLA,1420,1434
2012,07,31,FLA,1446,1459
2012,07,31,FLA,1506,1518
2012,07,31,FLA,1510,1517
2012,07,31,XRA,1510,1522
2012,07,31,RSP,1511,1512
2012,07,31,FLA,1512,1522
2012,07,31,RBR,1512,1512
2012,07,31,XRA,1554,1607
2012,07,31,FLA,1555,1613
2012,07,31,RSP,1558,1721
2012,07,31,RBR,1655,1655
2012,07,31,RSP,1655,1813
2012,07,31,RSP,1656,1656
2012,07,31,RSP,1709,1709
2012,07,31,RSP,1709,1709
2012,07,31,RBR,1709,1709
2012,07,31,XRA,1710,1732
2012,07,31,FLA,1714,1716
2012,07,31,RSP,1723,1726
2012,07,31,FLA,1724,1737
2012,07,31,RBR,1724,1725
2012,07,31,RBR,1724,1728
2012,07,31,RSP,1724,1726
2012,07,31,RBR,1724,1726
2012,07,31,RBR,1724,1725
2012,07,31,RBR,1724,1725
2012,07,31,RBR,1724,1730
2012,07,31,RBR,1724,1725
2012,07,31,RBR,1725,1725
2012,07,31,RSP,1725,1739
2012,07,31,FLA,1727,1732
2012,07,31,RSP,1904,1905
2012,07,31,XRA,1925,1935
2012,07,31,RSP,1933,1937
2012,07,31,RSP,2144,2359
2012,07,31,RSP,2144,2248
2012,07,31,XRA,2159,2208
2012,07,31,RSP,2200,2202
2012,07,31,FLA,2200,2218
2012,07,31,RBR,2200,2202
2012,07,31,RSP,2209,2221
2012,07,31,RSP,2314,2359
2012,07,31,XRA,2329,2336
2012,07,31,RSP,2336,2341
2012,07,31,XRA,2354,4
2012,08,01,RSP,0,113
2012,08,01,RSP,9,9
2012,08,01,RSP,100,104
2012,08,01,XRA,120,135
2012,08,01,RSP,131,132
2012,08,01,RSP,207,207
2012,08,01,FLA,208,214
2012,08,01,FLA,213,255
2012,08,01,FLA,234,249
2012,08,01,RSP,243,254
2012,08,01,RSP,243,254
2012,08,01,FLA,320,329
2012,08,01,RSP,351,353
2012,08,01,FLA,352,356
2012,08,01,XRA,357,406
2012,08,01,RSP,402,1113
2012,08,01,RSP,423,423
2012,08,01,RSP,514,525
2012,08,01,RSP,514,524
2012,08,01,XRA,526,532
2012,08,01,FLA,529,540
2012,08,01,XRA,618,627
2012,08,01,FLA,618,628
2012,08,01,RSP,634,634
2012,08,01,FLA,635,641
2012,08,01,RSP,643,644
2012,08,01,RSP,643,830
2012,08,01,FLA,650,701
2012,08,01,RSP,650,651
2012,08,01,RSP,717,719
2012,08,01,FLA,734,828
2012,08,01,FLA,844,849
2012,08,01,RSP,907,909
2012,08,01,RSP,907,1107
2012,08,01,XRA,945,1003
2012,08,01,RSP,1011,1017
2012,08,01,FLA,1208,1212
2012,08,01,FLA,1227,1236
2012,08,01,RSP,1245,1253
2012,08,01,XRA,1247,1258
2012,08,01,FLA,1250,1303
2012,08,01,XRA,1401,1409
2012,08,01,FLA,1402,1408
2012,08,01,XRA,1419,1427
2012,08,01,FLA,1420,1425
2012,08,01,XRA,1446,1453
2012,08,01,RBR,1537,1539
2012,08,01,RBR,1538,1538
2012,08,01,RSP,1542,1542
2012,08,01,FLA,1609,1618
2012,08,01,RSP,1619,1721
2012,08,01,FLA,1636,1647
2012,08,01,RBR,1636,1637
2012,08,01,RBR,1648,1648
2012,08,01,RSP,1706,1706
2012,08,01,XRA,1840,1854
2012,08,01,FLA,1842,1902
2012,08,01,RBR,1927,1930
2012,08,01,RBR,1927,1928
2012,08,01,RBR,1928,1930
2012,08,01,RBR,1934,1936
2012,08,01,RBR,1934,1935
2012,08,01,FLA,1941,2001
2012,08,01,RSP,2054,2348
2012,08,01,XRA,2339,2349
2012,08,02,RSP,49,312
2012,08,02,RSP,133,134
2012,08,02,RSP,223,223
2012,08,02,RSP,434,1215
2012,08,02,XRA,453,459
2012,08,02,FLA,847,901
2012,08,02,RBR,1051,1054
2012,08,02,RSP,1131,1139
2012,08,02,XRA,1210,1335
2012,08,02,RSP,1214,1526
2012,08,02,XRA,1517,1535
2012,08,02,RSP,1644,1645
2012,08,02,RSP,1930,2154
2012,08,02,RSP,2313,2359
2012,08,02,RSP,2318,2325
2012,08,03,RSP,0,610
2012,08,03,RSP,47,50
2012,08,03,RSP,154,158
2012,08,03,RSP,230,301
2012,08,03,RSP,230,313
2012,08,03,XRA,452,504
2012,08,03,FLA,454,529
2012,08,03,FLA,533,604
2012,08,03,FLA,546,632
2012,08,03,XRA,551,608
2012,08,03,FLA,552,614
2012,08,03,RSP,553,555
2012,08,03,RSP,602,608
2012,08,03,RSP,646,647
2012,08,03,XRA,752,823
2012,08,03,FLA,754,827
2012,08,03,RSP,754,801
2012,08,03,FLA,1205,1250
2012,08,03,FLA,1209,1241
2012,08,03,RSP,1248,1258
2012,08,03,RSP,1330,1406
2012,08,03,FLA,1422,1425
2012,08,03,FLA,1517,1526
2012,08,03,XRA,1605,1649
2012,08,03,RSP,1619,1619
2012,08,03,FLA,1621,1638
2012,08,03,RSP,1709,1709
2012,08,03,RSP,1823,1823
2012,08,03,RSP,1928,1929
2012,08,03,XRA,2120,2131
2012,08,03,FLA,2121,2139
2012,08,03,RSP,2131,2131
2012,08,03,RSP,2142,2143
2012,08,04,XRA,125,134
2012,08,04,FLA,128,139
2012,08,04,FLA,208,211
2012,08,04,FLA,354,401
2012,08,04,XRA,413,422
2012,08,04,FLA,416,432
2012,08,04,XRA,603,611
2012,08,04,FLA,605,622
2012,08,04,FLA,701,723
2012,08,04,RBR,800,800
2012,08,04,RBR,802,802
2012,08,04,RBR,817,817
2012,08,04,RSP,931,932
2012,08,04,XRA,1104,1649
2012,08,04,RBR,1133,1133
2012,08,04,RSP,1133,1134
2012,08,04,FLA,1151,1206
2012,08,04,FLA,1217,1222
2012,08,04,RSP,1234,1526
2012,08,04,FLA,1259,1324
2012,08,04,FLA,1417,1424
2012,08,04,FLA,1459,1514
2012,08,04,DSF,1702,525
2012,08,04,RNS,2201,2307
2012,08,04,RNS,2210,2307
2012,08,04,RSP,2239,2239
2012,08,05,XRA,220,233
2012,08,05,FLA,223,237
2012,08,05,FLA,257,304
2012,08,05,XRA,546,803
2012,08,05,RSP,1927,1927
2012,08,05,RSP,2304,2305
2012,08,05,RSP,2339,2340
2012,08,05,RSP,2355,2355
2012,08,06,RSP,25,27
2012,08,06,XRA,39,48
2012,08,06,RSP,41,47
2012,08,06,RSP,41,43
2012,08,06,RBR,42,43
2012,08,06,RBR,42,43
2012,08,06,RBR,42,42
2012,08,06,RBR,42,42
2012,08,06,RSP,117,117
2012,08,06,RSP,155,157
2012,08,06,RSP,212,212
2012,08,06,RSP,323,328
2012,08,06,XRA,329,337
2012,08,06,RBR,331,331
2012,08,06,RSP,332,333
2012,08,06,XRA,433,441
2012,08,06,RSP,435,436
2012,08,06,RSP,435,438
2012,08,06,RBR,435,437
2012,08,06,RBR,435,436
2012,08,06,RBR,435,436
2012,08,06,RBR,435,436
2012,08,06,RBR,435,437
2012,08,06,RBR,435,436
2012,08,06,RBR,436,437
2012,08,06,RBR,436,436
2012,08,06,RSP,436,559
2012,08,06,RSP,443,447
2012,08,06,RSP,624,624
2012,08,06,RSP,704,712
2012,08,06,RSP,704,800
2012,08,06,XRA,709,718
2012,08,06,RBR,712,712
2012,08,06,XRA,810,821
2012,08,06,FLA,811,814
2012,08,06,RSP,811,815
2012,08,06,RBR,813,814
2012,08,06,RBR,813,814
2012,08,06,RBR,813,813
2012,08,06,RBR,813,813
2012,08,06,RSP,820,823
2012,08,06,RSP,836,837
2012,08,06,XRA,844,851
2012,08,06,RSP,845,846
2012,08,06,RSP,909,919
2012,08,06,RSP,909,1024
2012,08,06,XRA,1016,1029
2012,08,06,RSP,1018,1020
2012,08,06,RSP,1101,1157
2012,08,06,XRA,1130,1143
2012,08,06,XRA,1401,1412
2012,08,06,RBR,1404,1404
2012,08,06,DSF,1602,636
2012,08,06,RSP,1632,1659
2012,08,06,FLA,1651,1702
2012,08,06,XRA,1651,1701
2012,08,06,RBR,1656,1656
2012,08,06,RSP,1923,2004
2012,08,06,XRA,1950,2000
2012,08,06,RSP,2116,2118
2012,08,06,RSP,2146,2147
2012,08,07,RSP,101,122
2012,08,07,XRA,131,136
2012,08,07,RSP,303,307
2012,08,07,XRA,308,323
2012,08,07,RSP,310,314
2012,08,07,FLA,310,315
2012,08,07,RBR,313,313
2012,08,07,XRA,701,710
2012,08,07,RSP,702,705
2012,08,07,FLA,704,709
2012,08,07,RBR,733,733
2012,08,07,RSP,812,817
2012,08,07,XRA,813,824
2012,08,07,FLA,815,849
2012,08,07,RBR,815,815
2012,08,07,RBR,815,816
2012,08,07,FLA,823,1027
2012,08,07,RSP,834,834
2012,08,07,RSP,937,938
2012,08,07,XRA,1019,1031
2012,08,07,RSP,1022,1026
2012,08,07,FLA,1027,1033
2012,08,07,RSP,1038,1039
2012,08,07,FLA,1043,1113
2012,08,07,RSP,1132,1135
2012,08,07,FLA,1133,1143
2012,08,07,RBR,1134,1134
2012,08,07,FLA,1157,1201
2012,08,07,FLA,1205,1213
2012,08,07,FLA,1306,1318
2012,08,07,RSP,1316,1358
2012,08,07,FLA,1317,1321
2012,08,07,FLA,1322,1341
2012,08,07,XRA,1322,1334
2012,08,07,RSP,1514,1515
2012,08,07,FLA,1552,1602
2012,08,07,DSF,1557,624
2012,08,07,RSP,1655,1656
2012,08,07,XRA,1838,1854
2012,08,07,FLA,1840,1905
2012,08,07,RSP,1842,1856
2012,08,07,RBR,1912,1917
2012,08,07,XRA,2117,2142
2012,08,07,RSP,2135,2135
2012,08,07,RSP,2247,2247
